id,track_title,track_description,bpm,duration,album_title,library_name,composer,genre,additional_genres,apm_release_date
KPM_KPM_0817_03101,Distant a 30,"Sad / Dark - Atmospheric, haunting, eerie, sombre and reflective piano and strings. 30 second version",70,30,HUMAN STORIES,KPM Main Series,Ruth Barrett,1120,2169;3906,03/21/2012
KPM_KPM_0817_04401,We Remember b 30,"Sad / Dark - Thoughtful, tender, emotive, slow and spacious piano. 30 second solo piano version",56,30,HUMAN STORIES,KPM Main Series,Alexander Rudd,1120,2169;3906,03/21/2012
KPM_KPM_0817_10401,Before Dawn b 60,"Sad / Dark - Reflective, pensive, sombre and serious gentle piano. 60 second solo piano version",55,60,HUMAN STORIES,KPM Main Series,Giovanni Tria,1120,2169;3906,03/21/2012
KPM_KPM_0820_00301,Challenge Accepted,"Warm, uplifting indie with building emotion and passion",120,135,THE BIG EVENT,KPM Main Series,Steve Everitt,1322,2001;2003;2010;2012;2148,05/09/2012
KPM_KPM_0821_01801,Gathering Shadows b 60,"Dark / Dramatic - Dark, intriguing, haunting, undulating strings with soaring melody. 60 second underscore version",125,60,PERIOD DRAMA,KPM Main Series,Daryl Griffith,1222,1919;1925;2002;3906,05/09/2012
KPM_KPM_0821_08501,Playful Decorum b,"Bustling Scene-setters / Movement - Joyful, pleasant and buoyant orchestra with a dance-like rhythm featuring strings. Underscore version",120,147,PERIOD DRAMA,KPM Main Series,Daryl Griffith,1116,3906,05/09/2012
KPM_KPM_0823_01301,Home Coming a,"Positive, innocent waltz-feel with guitar-led melody woven between strings and tinkly, sprightly glocks featuring female vocals",125,177,GUITAR WORLDS,KPM Main Series,Christopher Salt,1291,2001;2002;2003;2010,06/20/2012
KPM_KPM_0826_04801,Burst of Spring a 30a,"Feel-good, foot-tapping, upbeat, childlike indie folk with female 'da-da' vocals, strings and hand claps. 30 second cut-down version",99,30,SUNSHINE PLAYLIST 2,KPM Main Series,Christopher Willis,1170,2095;2131;2171,06/20/2012
KPM_KPM_0831_00401,Nurture,"Emotive / Hopeful - Sentimental, heart-warming and emotional piano bed",80,86,EMOTIVE PIANO SCORES,KPM Main Series,Christopher Allen,1118,3906,08/08/2012
KPM_KPM_0834_02401,The Final Thrust b,"Heart-pumping, high-energy, pacey, hostile tension bed that leaves you breathless. Underscore version",150,109,BIG SCREEN: UNDERSCORES,KPM Main Series,Tony Clarke,1121,1936;1945,09/19/2012
KPM_KPM_0836_04701,Positronic a 30,"Beautiful, feel-good driving breakbeat with sustained strings. 30 second version",125,30,UPLIFTING STRINGS AND BEATS 2,KPM Main Series,Adam Burns,1121,1923;1935;2001;2002;3906,09/19/2012
KPM_KPM_0837_05601,Inception b,"Gently hopeful, gradually building, light tension bed with sustained strings and light pulse. Underscore version",100,163,TV TENSION BEDS,KPM Main Series,Magnum Opus,1227,2169,09/19/2012
KPM_KPM_0839_02001,Paper Car 60,"Heart-warming, tender and gentle folk featuring ukuleles and guitars. 60 second version",92,60,ACOUSTIC SUNSHINE FOLK,KPM Main Series,Vasco,1170,,09/19/2012
KPM_KPM_0840_04701,Take Me Outta Here b,"Confident garage-blues rock with shrieking guitars and lo-fi, high-energy drums. Instrumental version",124,107,RAW ROCK BLUES,KPM Main Series,Kerim Gunes,1332,1912;2132;2142,11/07/2012
KPM_KPM_0843_03601,So Strong d 30,"Early '80s soft pop rock: uplifting and motivating featuring synths, guitar and stadium drums. 30 second instrumental transposed version",98,30,HISTORY OF ROCK AND POP 1975-1985,KPM Main Series,Richard Myhill,1286,2095;2131;3410,11/07/2012
KPM_KPM_0847_07901,Beats Symphonic b 30,"Filthy, squelching and driving electronic beats (source track: Power and Knowledge, KPM830-1). 30 second underscore version",128,30,CLASSICAL EVOLUTIONS: REMIXED,KPM Main Series,Dave Hewson,1151,1923;1944;1965;1972;2001;3906,01/09/2013
KPM_KPM_0848_04901,Floating Feeling a 30,"Innocent, warm and sentimental with ethereal piano, acoustic guitar, clarinet and drums. 30 second version",85,30,THE CURIOUS BOX OF LITTLE HAPPINESS,KPM Main Series,Daniel Teper,1222,,01/09/2013
KPM_KPM_0849_06701,Black Teeth b,Happy-go-lucky indie with lyrical lead and jangly rhythm guitars. Underscore version,170,143,HAPPY INDIE 2,KPM Main Series,Vasco,1339,2001;2002;2003;2132,01/09/2013
KPM_KPM_0851_03001,Hook Up 60,"Thumping, euphoric dance pop with anthemic breakdown and chorus. 60 second version",125,60,"CHART, FEELGOOD AND DISCO",KPM Main Series,Oliver Melville Smith,1121,1953;2103,04/03/2013
KPM_KPM_0853_04101,Drumming Fingers a 30,"Quirky, pensive, marching-style small ensemble featuring military snare drum, pizzicato strings and playful woodwind. 30 second version",85,30,QUIRKY UNDERSCORES,KPM Main Series,Thomas Howe,1222,1918,05/15/2013
KPM_KPM_0853_06001,All Aflutter e,"Sprightly, dancing and delicate wood block and glockenspiel. Stripped-back version",83,89,QUIRKY UNDERSCORES,KPM Main Series,Thomas Howe,1222,1918,05/15/2013
KPM_KPM_0854_07401,Breaking Barriers a 60,"Anthemic, slow-building, hard-grooving East Coast hip hop with sweet female vocals, soulful piano, bombastic drums and gang backing vocals. 60 second version",105,60,MILLION DOLLAR HIP HOP,KPM Main Series,Andrew Brown,1237,1930;2038;2050;2097,08/07/2013
KPM_KPM_0855_02201,Prom Fright a,"Horror waltz with ghostly sound effects, howling wolves, fairground organ, harpsichord and theremin",175,125,KIDS' HORROR,KPM Main Series,Matthew Moore,1105,2171;2174,05/15/2013
KPM_KPM_0856_18101,Life through a Lens b 60,Worldy rhythm-led backdrop with hints of the exotic. 60 second light version,120,60,EPIC WORLD,KPM Main Series,Daryl Griffith,1360,2168;2176,06/26/2013
KPM_KPM_0859_03801,Player 30,"Beat-heavy, down-and-dirty hip hop featuring synths and hand claps. 30 second version",133,30,URBAN ELECTRIC,KPM Main Series,Jonathan Clare,1240,,10/30/2013
KPM_KPM_0862_12201,Pop That Jazz b 60,"Old-skool, upbeat funk and soul with jumpy drums, lyrical organ and bluesy electric guitar. 60 second alternative version",110,60,UPBEATS 3,KPM Main Series,Tony Clarke,1286,2039;2040;2041;2131,06/26/2013
KPM_KPM_0862_13901,It's the Weekend c 30,"Fresh, glitchy, 8-bit, dancefloor electro bed. 30 second underscore version",108,30,UPBEATS 3,KPM Main Series,Christopher Willis,1134,2002;2011,06/26/2013
KPM_KPM_0864_00701,Teen Party a,"Catchy, tween-pop party anthem with club beats, uplifting synths, compressed guitars and cute female vocals",130,124,POP CANDY,KPM Main Series,Richard Featherstone,1295,,09/18/2013
KPM_KPM_0869_05601,Ultimate Combat b,"All-out, no-holds-barred hybrid orchestral track with distorted bass synth, hammering drums, dirty malevolent synths and dramatic strings. Underscore version",95,148,EPIC TRAILERS,KPM Main Series,Simon Hanhart,1114,3906,08/07/2013
KPM_KPM_0873_03901,Star Chaser a 30,"Ethereal, anticipatory, uplifting intro featuring expansive synth pads builds into dramatic, victorious hybrid orchestral track with thunderous half-time drums, celestial synths and emotive horns. 30 second version",100,30,CINEMATIC BUILDS,KPM Main Series,Tolga Kashif,1227,,10/30/2013
KPM_KPM_0875_03401,Ray of Hope a 60,"Beautiful, reserved, emotive piece with uplifting piano, heartfelt cello and gossamer strings. 60 second version",60,60,SPATIAL ELEGANCE,KPM Main Series,Ian Livingstone,1222,,10/30/2013
KPM_KPM_0875_03501,Brainchild a 60,"Light, tender, happy piece with delicate piano, sweeping, loving strings, sparse, laid-back drum loop and twinkly celeste. 60 second version",127,60,SPATIAL ELEGANCE,KPM Main Series,Ian Livingstone,1339,,10/30/2013
KPM_KPM_0876_00801,When the Clock Stops,"Unorthodox, unrelenting, unsettling Western-themed track featuring distinctive Native American voice percussion, earthy percussion, whining slide guitar and out-of-tune piano",102,192,WESTERN TALES,KPM Main Series,Nikky French,1373,,10/30/2013
KPM_KPM_0876_06301,The Sentinel b,"Expansive, wild, traditional, Western-themed travelling track with loose twangy steel guitar, rich nylon acoustic guitar, organic percussion, soft emotive whistle and reverberating bells. Underscore version",73,130,WESTERN TALES,KPM Main Series,Christopher Lewis,1373,,10/30/2013
KPM_KPM_0882_07301,Stocking Full of Joy c,Punk-rock tune with crunchy raucous guitar and driving drums. Alternative instrumental version,204,200,CHRISTMAS PARTY,KPM Main Series,Ray Dixie,1293,,02/05/2014
KPM_KPM_0886_08001,Liquid Sky Sting a,"Midtempo, reflective indie rock building into an atmospheric ending. Sting version",62,20,INDIE ROCK 3,KPM Main Series,Jan Cyrka,1339,2131,04/30/2014
KPM_KPM_0886_10901,Asking Questions Sting b,Energetic indie rock with lively guitars and driving feel. Alternative sting version,160,8,INDIE ROCK 3,KPM Main Series,Jan Cyrka,1339,2131,04/30/2014
KPM_KPM_0887_02501,Coming Up Roses a 60,"Repetitive piano melodies float over soaring strings, arpeggiated synths and bright harp with an uplifting ending featuring strummed guitar and driving percussion. 60 second version",120,60,EMOTIONS 2,KPM Main Series,Lorne Balfe,1222,2001,04/30/2014
KPM_KPM_0887_05001,Close Friends a 30,Wistful and gentle finger-picked acoustic guitar with ambient synths and fx. 30 second version,100,30,EMOTIONS 2,KPM Main Series,Tony Clarke,1339,2095,04/30/2014
KPM_KPM_0890_07501,Council of War b 60,"Slow-building, tense and dramatic orchestral bed building to an epic finale with full orchestra and relentless drums. 60 second alternative version",170,60,DRAMATIC ORCHESTRAL,KPM Main Series,Daryl Griffith,1222,,07/23/2014
KPM_KPM_0891_00901,Uptempo Swing a,Frenzied piano bed with excitable fiddle melody and light bass with subtle plucks towards the end,115,125,TRADITIONAL FRANCE,KPM Main Series,Sarah Natasha Warne,1261,2081,06/11/2014
KPM_KPM_0892_00501,Brazil on Blast,"Anthemic, upbeat, EDM-fused baile funk de Morro Carioca",126,98,BRAZIL ON BLAST,KPM Main Series,Louis Edwards,1232,1930;3397,06/11/2014
KPM_KPM_0894_01101,Keep the Swing a,"Carefree, jaunty tune with fun banjo and light penny-whistle melody",172,144,FUN STUFF,KPM Main Series,Richard Myhill,1170,,06/11/2014
KPM_KPM_0894_05401,A Gentle Comedy b 30,"Retro bar-room-style piano meets vintage-style sax, with crazy woodblock percussion and driving bass. 30 second underscore version",180,31,FUN STUFF,KPM Main Series,Richard Myhill,1213,,06/11/2014
KPM_KPM_0904_10601,Alarm Bells b 60,"Atmospheric, disquieting, tension-building modern orchestral piece with distressing effected bells, dramatic acoustic guitar, agitated sound design and disconcerting zither",140,60,CINEMATIC STORYTELLING,KPM Main Series,Daryl Griffith,1222,,09/10/2014
KPM_KPM_0905_00601,Arriving in Shanghai a,"Smooth, slow-grooving, forward-moving traditional Chinese fusion featuring hotchiku, bass, guzheng, strings and taiko drums",93,145,CULTURE TRAVELLER,KPM Main Series,Sandro Friedrich,1185,,09/10/2014
KPM_KPM_0905_03501,The Celtic Fiddler a 60,"Heartfelt, rousing, sentimental Celtic folk with virtuoso fiddle, violin, harp and strings. 60 second version",69,60,CULTURE TRAVELLER,KPM Main Series,Dominik Johnson,1376,2032,09/10/2014
KPM_KPM_0907_02101,Autumnal a 30,"Atmospheric, reflective, bittersweet and reverberant piano piece featuring emotive, inspiring strings and dark synth textures, creating a melancholic mood",100,30,PIANO AND STRINGS,KPM Main Series,Magnum Opus,1222,,09/10/2014
KPM_KPM_0910_09901,No Hurry (b 60),"Smooth, midtempo show tune with orchestra and light, carefree feel",120,60,SHOW TUNES,KPM Main Series,Danny Fromajio,1218,,10/22/2014
KPM_KPM_0912_11001,The Legend Begins (sting b),Choral sting,72,11,CINEMATIC VOICES,KPM Main Series,Jack Phillips,1120,3906,02/04/2015
KPM_KPM_0913_03501,The Rustics (a 30),"Slow-building brass leads to exotic Latin-flavoured drumbeat with trumpet solos, fun gypsy clapping and lively, energetic feel",128,30,TASTY RETRO HORNS,KPM Main Series,John Rowcroft,1367,2189,02/04/2015
KPM_KPM_0914_01601,Cycle to the Stars (a 30),"Intricate, pensive acoustic guitar bed with relaxing melodies featuring light percussion, ethereal fx and spacious synths, with an otherworldly feel and a build to a gentle guitar-led end",105,30,ACOUSTIC CYCLES,KPM Main Series,Joe Henson,1170,,04/29/2015
KPM_KPM_0915_00701,Barn Stomp (a),"Upbeat, uptempo, barn-storming folk underscore featuring energetic acoustic guitar, thumping four-on-the-floor kick drum, raspy harmonica and hand claps",126,117,TRANSPARENT SPACES,KPM Main Series,Greg Hatwell,1170,,02/04/2015
KPM_KPM_0915_01701,Choices (a),"Hypnotic, bright, forward-moving underscore featuring marimba ostinatos, warm electric piano and glowing vibraphone",140,145,TRANSPARENT SPACES,KPM Main Series,Stuart Roslyn,1222,2002;2095,02/04/2015
KPM_KPM_0919_00801,Crawfish Crunch (a),"Riff-laden garage rock with crunchy rhythms, fuzzy bass and luscious guitar licks driven by stomping drums and tambourine",125,202,DOWN TO THE SWAMP,KPM Main Series,James Homes,1332,,04/29/2015
KPM_KPM_0919_01501,Steers (a),"Swampy, chugging blues track with crunchy electric guitar riffs, harmonica and slide guitar licks and laid-back, roomy drums",88,145,DOWN TO THE SWAMP,KPM Main Series,Hal Lindes,1103,,04/29/2015
KPM_KPM_0929_05301,Heavy Angel (a 30),"Downtempo, stomping rock cue with dirty, bluesy guitars, heavy drums and playful vocal answers",128,30,INDIE HIPSTER,KPM Main Series,Vasco,1103,2145,07/22/2015
KPM_KPM_0930_06801,Sunrise Fire (a 60),"Purposeful and stern cinematic theme with reflective picked guitar, powerful string lines, subtle distorted chords and a grooving beat",100,60,CINEMOTION,KPM Main Series,Richard Mead,1227,,07/22/2015
KPM_KPM_0931_03101,Dark Obsession (b),"Haunting male vocal, tense, ominous drone and driving percussion bed",118,185,PSYCHOLOGICAL DRAMA,KPM Main Series,Daniel Lozinski,1364,2170,07/22/2015
KPM_KPM_0933_04301,Flux (a 30c),"Warm, organic minimalism featuring soft arpeggios, gently insistent strings and atmospheric pads with a sense of forward motion",111,30,DISCREET MOMENTUM,KPM Main Series,Jonathan Cotton,1118,2031;3906,09/02/2015
KPM_KPM_0934_03601,Hit News In & Bed (no logo),"High-energy, building beats mellow out to chilled, steadily moving bed",63,215,RADIO TOOLKIT 2 VOL. 1,KPM Main Series,Marc Vickers,1196,,09/02/2015
KPM_KPM_0935_02701,365 News In & Bed Arr 1 (5 note logo),"This melodic orchestral intro stirs anticipation with its arpeggiated synths, evening out to a stable bed with soft, wobbling pads",127,188,RADIO TOOLKIT 2 VOL. 2,KPM Main Series,Jeremy Godfrey,1196,,09/02/2015
KPM_KPM_0935_07001,Quiz Intro (4 note logo),Dramatic and sinister quiz intro,92,23,RADIO TOOLKIT 2 VOL. 2,KPM Main Series,Jeremy Godfrey,1364,,09/02/2015
KPM_KPM_0943_11001,It Certainly Does (sting),Building drum n bass remix sting with big final horn swell and fall,175,4,BIG BAND GLAMOUR REMIXED,KPM Main Series,Mark Cousins,1163,1940,10/14/2015
KPM_KPM_0946_05001,Need to Know (sting),"Feel-good, chilled-out sax house sting",126,7,SAX HOUSE,KPM Main Series,Richard Salter,1144,1937,10/14/2015
KPM_KPM_0946_05401,Saxed Up (sting),Bouncing electro-house sting,126,4,SAX HOUSE,KPM Main Series,Richard Salter,1149,1964,10/14/2015
KPM_KPM_0947_09001,Reducer (sting),Technological glitchy sting,120,7,THE WAIT,KPM Main Series,Gary Masters,1364,,03/30/2016
KPM_KPM_0948_00101,Swinging Bells (a),"Vibrant piano and alto saxophone introduce this swinging version of 'Jingle Bells' featuring a walking contrabass and driving, shuffling drums",100,160,COCKTAIL CHRISTMAS,KPM Main Series,Geoffrey Gascoyne,1218,,03/30/2016
KPM_KPM_0949_04901,Call Me Lucky (a 30),"Driving and fun punk rock with big sing-along choruses, heavy bass, fuzzy power chords and shouted male vocals",160,30,BRIT PUNK,KPM Main Series,Thomas Collins,1348,2102,10/14/2015
KPM_KPM_0952_03001,Breezy (b),"Laid-back, midtempo, guitar-led folk cue with banjo, ukulele and a relaxed, sunny countryside feel, featuring jaunty key theme",98,136,COMMERCIAL CUTS: EASY,KPM Main Series,Peter Jones,1170,2016,01/06/2016
KPM_KPM_0954_07401,Drunk on You (b 30),"Dark and enchanting with strummed harp, swelling strings and live drums",68,30,SEXY DANGEROUS 2,KPM Main Series,Andrew Powell,1291,,01/06/2016
KPM_KPM_0954_08001,My Love Is Voodoo (b 30),"Attitude-filled bluesy rock with a stomping drumbeat, Hammond organ chords and edgy guitars",114,30,SEXY DANGEROUS 2,KPM Main Series,Tara Chinn,1103,,01/06/2016
KPM_KPM_0956_00701,Forward (a),"Cool and curious bed featuring warm analogue synth chords, arpeggiating electronic sounds and skiffling electronic beats",65,203,FUTURE BEDS,KPM Main Series,Lawrence Wong,1136,2009,01/06/2016
KPM_KPM_0956_08001,Sky View (a 30),"Percussive hand claps introduce this bright and focused electronic bed, with airy electro pads, organic voice elements and interweaving synth lines",66,30,FUTURE BEDS,KPM Main Series,Glenn Herweijer,1136,2001;2098,01/06/2016
KPM_KPM_0956_10901,Digital Clouds (a 10),"Inspiring and forward-thinking atmospheric bed with softly fizzed pulsing synths, repeating echoed guitar motif and faltered snapping beats",65,10,FUTURE BEDS,KPM Main Series,Glenn Herweijer,1136,1937;2009,01/06/2016
KPM_KPM_0956_12801,Lock Down (sting),Introspective and atmospheric futuristic sting,100,6,FUTURE BEDS,KPM Main Series,Lucian Blomkamp,1136,,01/06/2016
KPM_KPM_0959_14101,Song For Janis (f),Emotive solo piano ballad about Janis Joplin featuring heartfelt male vocal - performed by Alexander Rudd,78,221,STAY AWAY FROM STARS: A SELECTION OF NEW STANDARDS BY DON BLACK AND ALEXANDER RUDD,KPM Main Series,Don Black,1286,,01/06/2016
KPM_KPM_0960_15501,Twisted Games (b 60),This slow and sultry country folk song features murky electric guitar and distant percussion,101,60,MURDER BALLADS,KPM Main Series,David Lawrence,1207,,02/17/2016
KPM_KPM_0962_15101,Antagonist (sting),"Dangerous sting with threatening strings, drones and percussion",138,8,COMMERCIAL CUTS: DRAMA,KPM Main Series,James Davies,1227,,02/17/2016
KPM_KPM_0963_03701,Day Off (b),"Softly strummed ukulele rhythm opens this understated cue with light Latin bottle percussion, mariachi brass, grooving bass and rhythmic organ",120,104,COMMERCIAL CUTS: QUIRKY,KPM Main Series,Samuel Rex Brown,1284,2022,02/17/2016
KPM_KPM_0963_12001,Whistle While You Quirk (a 10),Jaunty acoustic folk with hand claps and ukulele moves with a sunny and upbeat feel and features whistling and acoustic guitar melodies,194,10,COMMERCIAL CUTS: QUIRKY,KPM Main Series,Samuel Rex Brown,1170,,02/17/2016
KPM_KPM_0964_06401,Too Big to Fail (a 30),"Head-nodding girl-pop anthem featuring a blend of sunny, bright acoustic guitars, saturated electric guitar chords, a midtempo pop groove and catchy female vocals",98,30,EMPOWERED POP,KPM Main Series,David Austin,1290,2095,03/30/2016
KPM_KPM_0964_10001,Enough for Me (a 60),"High-energy drums are the driving force behind a repeated horn riff, wild synths and a wall of titillating multitracked female pop vocals",125,60,EMPOWERED POP,KPM Main Series,Harlin James,1288,2095,03/30/2016
KPM_KPM_0968_02301,Eccentricities (a),"Pizzicato strings and marimba sneak around with peculiar woodwind, vivid piano and driving percussion in this eccentric, quirky theme; light tension breakdowns at 0.30 and 1.20",120,132,WONDERFULLY WHIMSICAL,KPM Main Series,Jack Andrews,1120,2031;3906,03/30/2016
KPM_KPM_0968_04901,Something Cooking (b),"Eccentric piano and marimba melodies introduce a flamboyant, quizzical stop-start cue featuring lively strings and warm upright bass",150,132,WONDERFULLY WHIMSICAL,KPM Main Series,Stephen Porter,1222,,03/30/2016
KPM_KPM_0968_07601,Eccentricities (a 60),"Pizzicato strings and marimba sneak around with peculiar woodwind, vivid piano and driving percussion in this eccentric, quirky theme; light tension breakdown at 0.24",120,60,WONDERFULLY WHIMSICAL,KPM Main Series,Jack Andrews,1120,2031;3906,03/30/2016
KPM_KPM_0968_16501,The Biggest Smile (a 10),"Happy, uplifting quickstep cue with rising string ostinatos, sparkling glockenspiel and ukulele",135,10,WONDERFULLY WHIMSICAL,KPM Main Series,Nicholas Harvey,1222,,03/30/2016
KPM_KPM_0968_17401,Sly Fox (sting a),"Quirky, curious sting with mysterious woodwind melody, plucked bass and pizzicato strings",128,5,WONDERFULLY WHIMSICAL,KPM Main Series,Jack Andrews,1222,,03/30/2016
KPM_KPM_0970_05101,Progressive Technology (a 60),Radiant synth arpeggios enter an enigmatic and futuristic soundscape that expands with epic synth brass and lingering strings,112,60,GADGETS AND GIZMOS,KPM Main Series,Adam Saunders,1136,2009,12/07/2016
KPM_KPM_0972_03801,Exponential (d),"Unadorned, tender piano chords are subtly joined by rich strings as the track builds from stark and sombre to confident and hopeful",60,210,HUMAN CONNECTIONS,KPM Main Series,Steve Baker,1195,2009,03/30/2016
KPM_KPM_0975_03201,Samba Fire (b),"Swaggering, retro-tinged Latin-jazz groove featuring cool electric piano, understated guitar rhythm, traditional Brazilian percussion and soft brass melody",128,215,SOUND OF BRAZIL: COOL,KPM Main Series,Marcelo Andrade,1266,2088,12/07/2016
KPM_KPM_0975_03601,Keepy Uppy (b),"Upbeat Latin-house fusion featuring scratchy acoustic guitar rhythm, effected brass hooks and synth pads and textures",128,211,SOUND OF BRAZIL: COOL,KPM Main Series,Stephen Green,1280,,12/07/2016
KPM_KPM_0975_09101,O Jogo Bonito (sting),"Summery bossa nova sting with catchy piano riff, bouncy rhythms, energetic percussion and vibrant brass stabs",101,8,SOUND OF BRAZIL: COOL,KPM Main Series,Arnold Drake,1279,,12/07/2016
KPM_KPM_0976_01301,Classical Rag (a),Elegant and meaningful midtempo ragtime piano piece played on an upright piano,130,175,JAZZ DECADES: 20S,KPM Main Series,Geoffrey Gascoyne,1269,,05/11/2016
KPM_KPM_0976_07201,Wailing Woodblocks (a 60),"Disjointed and quirky trad jazz with zany drum and percussion breaks, brass and wind responses and muted trumpet",220,60,JAZZ DECADES: 20S,KPM Main Series,Geoffrey Gascoyne,1248,,05/11/2016
KPM_KPM_0980_05701,Jovial Jaunt (a 60),"Happy-go-lucky midtempo cue with a steady drumbeat, featuring a confident piano and ukulele rhythm with an innocent recorder and glockenspiel melody, acoustic guitars, Mellotron and sparkling percussion",104,60,ACOUSTIC FUN PROMOS,KPM Main Series,Greg Hatwell,1170,,08/03/2016
KPM_KPM_0980_07401,Playground Funk (a 60),"Frisky funk track with an infectious bass and guitar riff, retro synth riff, electronic drums and percussion, driving piano, frivolous synth arpeggios and fuzzy electric guitars",100,60,ACOUSTIC FUN PROMOS,KPM Main Series,Richard Featherstone,1286,,08/03/2016
KPM_KPM_0981_00901,Chicken in a Suit (a),"Midtempo straight funk track featuring catchy Rhodes electric piano licks, vibrant Hammond organ, lively horn stabs and grooving electric guitars",109,119,FUNKY GROOVY KITSCH VOL. 2,KPM Main Series,Arnold Drake,1263,,08/03/2016
KPM_KPM_0981_06301,Bombay Boogaloo (b 30),"Kitsch, Indian-flavoured breakbeat with grooving bass, cool tabla rhythms and Indian percussion, featuring sitar melodies",124,30,FUNKY GROOVY KITSCH VOL. 2,KPM Main Series,Arnold Drake,1164,1934;2000;2072,08/03/2016
KPM_KPM_0981_09601,New York Swing (sting),"High-tempo and energetic swing sting with a 1920s Americana feel, featuring strident piano and infectious harmonica",110,9,FUNKY GROOVY KITSCH VOL. 2,KPM Main Series,Airglo,1268,3401,08/03/2016
KPM_KPM_0982_02601,Diggetty Jazz (b),"Cool breakbeat jazz track with catchy double bass groove, jazz piano riffs and dusty shakers",113,123,FUNKY GROOVY KITSCH VOL. 3,KPM Main Series,Airglo,1249,2072,08/03/2016
KPM_KPM_0983_03701,Hole Heart (a 30),"Distorted mechanical kick drum and abrasive synth underpin this dark, intense song with tortured lyric, floating melodic vocal textures and unearthly pads",130,30,GAZELLE TWIN: WASTELANDS,KPM Main Series,Edward Ashcroft,1136,1967,08/03/2016
KPM_KPM_0985_09301,Building a Dream (sting b),"Inspiring folk sting with driving acoustic guitar, bright piano and electric guitar",128,4,NORDOFF ROBBINS,KPM Main Series,Jody Jenkins,1170,2004,08/03/2016
KPM_KPM_0985_10101,Bloomers (sting a),"Relaxed, reassuring acoustic guitar sting with beautiful melody",130,10,NORDOFF ROBBINS,KPM Main Series,Leopoldo Giannola,1170,,08/03/2016
KPM_KPM_0988_02401,Wonders (c),"Delicate, tender rubato piano is backed with warm, fragile strings, gradually gaining confidence and building with lush orchestration to grandiose, majestic finale",57,164,WONDERS,KPM Main Series,Jonathan Pilcher,1222,,08/03/2016
KPM_KPM_0989_01701,Curtain Call (b),"Atmospheric synths, pop drums and hearty piano chords combine to create this rousing and strong-willed dance pop track",100,183,SUMMER HITS,KPM Main Series,Karl Karlsson,1121,2098,08/03/2016
KPM_KPM_0992_04701,Warm Days of Sunshine (a 30a),"Gently uplifting acoustic guitars pick and strum over a soft kick drum with light percussion, easygoing strings, glistening glockenspiel and a bright optimism",140,30,RADIO SUNSHINE: BUBBLE GUM FOLK,KPM Main Series,James Roberson,1170,2009,09/14/2016
KPM_KPM_0994_11601,Electric Sheep (sting d),Tense string and pulsating synth sting,90,10,DARK FUTURISTIC DRAMA,KPM Main Series,Adele Roberts,1364,,09/14/2016
KPM_KPM_0996_02701,Wedding Organ,"Original, celebratory wedding recessional for church organ",110,51,SOURCE MUSIC,KPM Main Series,Alastair King,1110,,09/14/2016
KPM_KPM_0996_23701,Sax Infusion (sting b),"Soothing, sax-led relaxation muzak sting with distant synth strings, picked acoustic guitar and warm bass",70,8,SOURCE MUSIC,KPM Main Series,Christopher Willis,1213,,09/14/2016
KPM_KPM_0998_03201,Intricate Motion (a 60),"Lightly effervescent technology bed with delicate synth arpeggios, building electronic percussion, warm bass and glitchy synth fx and textures",136,60,LIGHT SCI-TECH,KPM Main Series,Oliver Vessey,1136,,10/26/2016
KPM_KPM_0998_08801,Jumpship (a 15),Synth pulses create a light hypnotic tension with soft electronic percussion that opens into a more dramatic cue with half-time beat and whooshing synth fx,100,15,LIGHT SCI-TECH,KPM Main Series,Drew Milligan,1136,,10/26/2016
KPM_KPM_2001_03401,Lonely Voyage (c),"Mournful piano and delicate strings open this melancholy cue that builds with a sorrowful solo cello, steady piano ostinato and exquisite strings into a despairing climax featuring swelling brass and trumpets",63,166,DEEP SPACE,KPM Main Series,Matthew Foundling,1222,,02/01/2017
KPM_KPM_2003_05801,Fantastical Festivities (b 30),"Propulsive, exciting and dramatic cue with a joyful, uplifting carnival feel, featuring energetic brass and string motif and driving percussion",145,30,BIG SCREEN: ANIMATION,KPM Main Series,Lorne Balfe,1222,,02/01/2017
KPM_KPM_2004_05401,Burn Out (a 30),Fuzzy rhythm guitars and a simple drumbeat drive this Sixties rock number,127,30,SIXTIES JUKEBOX,KPM Main Series,Vasco,1322,,02/01/2017
KPM_KPM_2004_10101,Sisco Sunset (sting a),Comforting Sixties pop sting,127,8,SIXTIES JUKEBOX,KPM Main Series,Vasco,1286,1979,02/01/2017
KPM_KPM_2005_14001,Very Very Big Banana (sting c),"Piccolo, organ and brass plod along in this catchy sting",165,13,CHEESECORE ROYALE,KPM Main Series,Danny Fromajio,1213,,02/01/2017
KPM_KPM_2005_14901,Very Very Big Banana (sting m),Organ glissando and brass sting,165,4,CHEESECORE ROYALE,KPM Main Series,Danny Fromajio,1213,,02/01/2017
KPM_KPM_2005_16101,Room Full of Milkmen (sting e),Melodious sting with guitar and harmonica,160,4,CHEESECORE ROYALE,KPM Main Series,Danny Fromajio,1218,2022,02/01/2017
KPM_KPM_2007_05201,Wave Theory (a 30),"A mellow start introduces this dramatically driven beat, featuring strident strings over soft, flowing melodies and bold trip-hop beat",100,30,ORGANIC BEATS,KPM Main Series,Andrew Beaton,1168,2001,02/01/2017
